year,player,salary
2000,Keith Askins,5748400
2000,Tim Legler,5144000
2000,Duane Ferrell,9300000
2000,B.J. Tyler,6825000
2000,Dickey Simpkins,5270000
2000,Harvey Grant,22502875
2000,Johnny Taylor,3111280
2000,Chris Anstey,2812820
2000,Derek Harper,17419700
2000,Rex Walters,8462500
2000,Malik Sealy,9550000
2000,Paul Grant,2709720
2000,Scott Burrell,7200000
2000,Eddie Johnson,8126700
2000,Antoine Carr,12550600
2000,Anthony Parker,2601480
2000,Frederic Weis,947200
2000,Ed Gray,2497320
2000,John Thomas,2210000
2000,Charles Smith,26261526
2000,Keith Booth,2061720
2000,Rodrick Rhodes,1917200
2000,Efthimios Rentzias,658700
2000,Andrei Kirilenko,632400
2000,Eric Washington,1312000
2000,Dwayne Schintzius,5490500
2000,Toby Bailey,822500
2000,Gheorghe Muresan,8848500
2000,Jack Haley,2597250
2000,Michael Cage,15341421
2000,Chucky Brown,3967250
2000,BJ Armstrong,16380000
2000,Joe Dumars,20511700
2000,Tony Farmer,1029750
2000,Thomas Hamilton,510000
2000,LaSalle Thompson,10757500
2000,Anthony Avent,3410000
2000,John Salley,14818000
2000,Byron Scott,7907500
2000,Blue Edwards,12085000
2000,Ed Pinckney,8491000
2000,Willie Anderson,10310000
2000,Haywoode Workman,6880000
2000,Jerome Allen,992500
2000,Ricky Pierce,12160000
2000,Andrew Lang,15738000
2000,Rick Mahorn,6070000
2000,Oliver Miller,6458500
2000,Mark West,11010000
2000,Bill Wennington,7160000
2000,Pete Chilcutt,5301300
2000,Thurl Bailey,5360000
2000,John Coker,1060000
2000,Reggie Jordan,1254750
2000,Pooh Richardson,17588292
2000,Amal McCaskill,725700
2000,Fred Vinson,635000
2000,Randy Livingston,1319200
2000,James Cotton,702000
2000,DeJuan Wheat,1072000
2000,Jerald Honeycutt,1060000
2000,Andrew Gaze,810000
2000,Jeffrey Sheppard,672500
2000,Ryan Stack,672500
2000,Brent Scott,632500
2000,Mate Skelin,672500
2000,Charles Jones,3570000
2000,Shea Seals,627000
2000,Makhtar N'Diaye,672500
2000,Miles Simon,672500
2000,Gerald Brown,672500
2000,Nikita Morgunov,672500
2000,Sean Marks,672500
2000,Marty Conlon,4381088
2000,Sam Mack,1702500
2000,Tim Young,301875
2000,Shannon Smith,301875
2000,John Celestand,301875
2000,Harold Jamison,301875
2000,Ryan Robertson,301875
2000,Jamie Watson,2400000
2000,Dominique Wilkins,16482500
2000,Danny Schayes,9598765
2000,Mitchell Butler,2609750
2000,Dedric Willoughby,134956
2000,Benoit Benjamin,19248129
2000,A.J. Bramlett,118974
2000,Randell Jackson,403000
2000,Rick Hughes,115423
2000,DeMarco Johnson,111871
2000,Mark Davis,880200
2000,Stanley Roberts,18889824
2000,Corey Brewer,100000
2000,Jermaine Walker,100000
2000,Lou Roe,544912
2000,Joe Stephens,360691
2000,Devin Gray,88223
2000,Drew Barry,412765
2000,Mark Hendrickson,734764
2000,Kiwane Garris,61147
2000,Jamel Thomas,58599
2000,Eric Riley,1392706
2000,Adrian Caldwell,992250
2000,Terry Dehere,8048625
2000,Derek Hood,49721
2000,Ben Davis,715847
2000,Marcus Brown,1263294
2000,Rusty Larue,390588
2000,Tyrone Grant,37290
2000,Brandon Williams,322676
2000,Bakari Hendrix,31706
2000,Khalid Reeves,9013309
2000,Wayne Turner,30000
2000,Casey Shaw,312500
2000,LaMarcus Golden,25000
2000,Mike Brown,5975000
2000,Art Long,25000
2000,Jason Lawson,267250
2000,Brett Robisch,20000
2000,Kebu Stewart,260941
2000,Jason Miskiri,15982
2000,Louis Bullock,10000
2000,Robert Werdann,793471
2000,Jimmy Oliver,479721
2000,John Morton,806735
2000,Andy Panko,5000
2000,Ira Bowman,4529
2000,Trevor Winter,292029
2000,Steve Goodrich,4529
2000,Jason Sasser,2706
2000,Mark Price,27334920
2000,Rony Seikaly,27031000
2000,Lionel Simmons,21432400
2000,Stojko Vrankovic,13920000
2000,Bobby Hurley,16950000
2000,Sharone Wright,15120000
2000,Ken Norman,20615000
2000,Micheal Williams,17450000
2000,Carl Herrera,10887500
2000,Buck Williams,21044000
2000,Doug Edwards,5837500
2000,Lee Mayberry,6935000
2000,Joe Wolf,4052000
2000,Dennis Rodman,26255000
2000,Herb Williams,9036667
2000,Chris Morris,15755000
2000,Dontae' Jones,2439736
2000,Randolph Childress,3092320
2000,Martin Muursepp,1839320
2000,Priest Lauderdale,1890200
2000,Brian Evans,1845325
2000,Charles Shackleford,4239500
2000,Negele Knight,2589500
2000,Craig Ehlo,9926163
2000,Jeff Sanders,1110000
2000,David Vaughn,2291840
2000,Loren Meyer,2367760
2000,Corey Beck,697250
2000,Horacio Llamas Grey,697250
2000,Chris Robinson,920000
2000,Adonis Jordan,350000
2000,Marko Milic,592000
2000,Charles O'Bannon,640000
2000,Bubba Wells,572000
2000,Marlon Garnett,287500
2000,Cory Carr,287500
2000,Kelly McCarty,287500
2000,Korleone Young,287500
2000,J.R. Henderson,287500
2000,Jerome James,287500
2000,Paul Rogers,287500
2000,Kevin Johnson,28500000
2000,Clyde Drexler,27902000
2000,Nate McMillan,10171000
2000,Elmore Spencer,5057000
2000,Shawn Respert,4251120
2000,Greg Graham,5600000
2000,Ed O'Bannon,3908640
2000,Tree Rollins,5350000
2000,Acie Earl,5200000
2000,Tony Dumas,4060000
2000,Eric Mobley,4118000
2000,Robert Parish,19588000
2000,Clifford Rozier,3557250
2000,Henry James,2360100
2000,Mario Bennett,1937500
2000,George Zidek,2081200
2000,Sherell Ford,1670800
2000,Dontonio Wingfield,1475000
2000,Donny Marshall,1190000
2000,Randy Woods,3400000
2000,Shane Heal,704000
2000,Anthony Goldwire,580000
2000,Steve Scheffler,1640000
2000,Kevin Salvadori,657500
2000,Ed Stokes,272500
2000,John Long,627700
2000,Donald Whiteside,492250
2000,Greg Anderson,5331250
2000,Steve Henson,992250
2000,Rumeal Robinson,4809750
2000,Carl Thomas,519750
2000,Ivano Newbill,669750
2000,Tim Breaux,647250
2000,Pete Myers,1567250
2000,Ron Grandison,662250
2000,Stephen Howard,593350
2000,Tim Kempton,1422250
2000,Tom Chambers,9880250
2000,Alton Lister,5538250
2000,Sean Higgins,1672250
2000,Vincent Askew,5857250
2000,Reggie Geary,492250
2000,God Shammgod,242250
2000,Travis Williams,242000
2000,Adrian Custis,242000
2000,Serge Zwikker,242000
2000,James Collins,242000
2000,Malcolm Huckaby,242000
2000,Jeff Nordgaard,242000
2000,Derek Grimm,242000
2000,Chris Garner,242000
2000,Matt Fish,547500
2000,Stacey King,7700000
2000,Scott Brooks,3317500
2000,Ron Riley,50000
2000,Ruben Nembhard,50000
2000,Patrick Savoy,25000
2000,Nate Huffman,20000
2000,Todd Lindeman,15000
2000,Wayman Tisdale,17129000
2000,Sarunas Marciulionis,12937000
2000,Reggie Williams,8136500
2000,Sasha Danilovic,3347000
2000,Donald Royal,5360000
2000,Frank Brickowski,12593000
2000,Kenny Gattison,6809000
2000,Brooks Thompson,2807300
2000,Jon Koncak,13650000
2000,Antonio Lang,1268000
2000,Brad Lohaus,5488000
2000,Jimmy King,630000
2000,Lawrence Moten,601000
2000,Rafael Addison,1990000
2000,Xavier McDaniel,11498000
2000,Donnie Boyce,497500
2000,Willie Burton,6880500
2000,Tony Smith,3567500
2000,Fred Roberts,2819500
2000,Greg Dreiling,2247500
2000,Keith Jennings,1687500
2000,Litterial Green,637500
2000,Mike Peplowski,622500
2000,Tracy Moore,537500
2000,Kevin Duckworth,13972000
2000,Rich Manning,472500
2000,David Wood,1910500
2000,Chris Jent,497500
2000,Eric Leckner,2300500
2000,Larry Stewart,2977500
2000,Mark Bradtke,247500
2000,Darrin Hancock,622500
2000,Ashraf Amaya,472500
2000,Brett Szabo,220000
2000,Steve Hamer,220000
2000,Carlos Strong,220000
2000,Marcus Mann,220000
2000,Ray Owes,220000
2000,James Scott,220000
2000,Virginijus Praskevicius,220000
2000,Earl Cureton,430200
2000,Kenny Smith,11972100
2000,Lloyd Daniels,767500
2000,Gaylon Nickerson,152900
2000,James Worthy,19400000
2000,Sam Bowie,17800000
2000,Brad Daugherty,18529000
2000,Michael Jordan,21450000
2000,Blair Rasmussen,14023500
2000,Alvin Robertson,9134000
2000,Sedale Threatt,9258000
2000,Jeff Malone,11165000
2000,Doc Rivers,7896750
2000,Johnny Dawkins,11130000
2000,Mark Macon,7501000
2000,Terry Catledge,8604700
2000,Tim Perry,7500000
2000,Spud Webb,7825600
2000,Harold Miner,5290000
2000,Bo Kimble,7250000
2000,Anthony Bonner,4516000
2000,Alec Kessler,7408000
2000,Jerrod Mustaf,4877000
2000,Victor Alexander,5824500
2000,John Battle,6190000
2000,Scott Haskin,3219000
2000,Jeff Turner,4060000
2000,Michael Adams,7232000
2000,Donald Hodge,3830000
2000,Luther Wright,2535000
2000,Jerry Reynolds,6576500
2000,Byron Houston,2600000
2000,Roy Tarpley,4700000
2000,Vern Fleming,6807000
2000,Greg Kite,4685000
2000,Vincenzo Esposito,500000
2000,Gerald Glass,2658000
2000,Doug Smith,7395000
2000,James Edwards,5168000
2000,Stefano Rusconi,415000
2000,LeRon Ellis,730000
2000,Anthony Bowie,3070000
2000,Randolph Keys,685000
2000,Dwayne Morton,500000
2000,Ryan Lorthridge,400000
2000,Stanley Jackson,350000
2000,Derrick Alston,500000
2000,Larry Krystkowiak,3519000
2000,Andy Toolson,680000
2000,Moses Malone,8509750
2000,Howard Nathan,300000
2000,Junior Burrough,300000
2000,Dave Johnson,1450000
2000,James Donaldson,2060000
2000,Bob McCann,655000
2000,Kevin Pritchard,906000
2000,Keith Tower,289316
2000,Greg Sutton,564500
2000,Damon Bailey,400000
2000,Henry Turner,415000
2000,Ennis Whatley,505000
2000,Todd Mundt,234660
2000,Larry Sykes,225000
2000,Joe Courtney,388158
2000,Steve Colter,675000
2000,Greg Grant,945000
2000,Steve Bardo,375000
2000,Chris King,225000
2000,Derrick Phelps,225000
2000,Rodney Dent,375000
2000,Trevor Ruffin,468860
2000,Marques Bragg,225000
2000,Anthony Tucker,375000
2000,Eric Anderson,615000
2000,Corey Gaines,238000
2000,Elmer Bennett,225000
2000,Jeff Grayer,3045000
2000,Richard Dumas,1665000
2000,Anthony Cook,2295000
2000,Dell Demps,225000
2000,Jeff Webster,225000
2000,Charles Claxton,200000
2000,Gerald Madkins,1290000
2000,Rastko Cvetkovic,200000
2000,Rodney Zimmerman,200000
2000,Alvin Heggs,200000
2000,Logan Vander Velden,200000
2000,Frankie King,200000
2000,Terrence Rencher,200000
2000,Clint McDaniel,200000
2000,Martin Lewis,200000
2000,Rich King,2800000
2000,Geert Hammink,347560
2000,Kareem Townes,40000
2000,Kurt Rambis,3570000
2000,Grady Livingston,25000
2000,Constantin Popa,15000
2000,Nate Higgs,15000
2000,Reggie Lewis,10360000
2000,Orlando Woolridge,6929000
2000,Scott Skiles,7528000
2000,Danny Ainge,6550000
2000,Jay Humphries,6910000
2000,Mark Aguirre,6859600
2000,Bill Cartwright,9202000
2000,Rolando Blackman,8405000
2000,Roy Hinson,6025500
2000,Mike Gminski,7765000
2000,Tony Campbell,6098000
2000,Cliff Levingston,2750000
2000,Alaa Abdelnaby,2844000
2000,Kevin Brooks,3000000
2000,Trevor Wilson,650000
2000,John Paxson,4385000
2000,Chris Smith,825000
2000,Tom Tolbert,2492000
2000,Morlon Wiley,1037000
2000,Marlon Maxey,975000
2000,Jim Les,1349000
2000,Darnell Mee,400000
2000,Bob Martin,250000
2000,Harold Ellis,250000
2000,Tim McCormick,3335000
2000,Tony Bennett,546000
2000,Manute Bol,5150000
2000,Todd Lichti,2460180
2000,Andres Guibert,175000
2000,Walter Bond,474900
2000,Sergei Bazarevich,168000
2000,Matt Wenstrom,300000
2000,Tony Harris,150000
2000,Sleepy Floyd,6600000
2000,Gary Alexander,150000
2000,Ledell Eackles,2315000
2000,Danny Young,1150000
2000,Askia Jones,150000
2000,Melvin Robinson,150000
2000,Doug Lee,425000
2000,Julius Nwosu,150000
2000,Brian Oliver,1973000
2000,Kenny Walker,1425000
2000,Winston Garland,1802860
2000,Corey Crowder,522982
2000,Pat Durham,126000
2000,Dave Jamerson,3408000
2000,Aaron Swinson,102424
2000,Mike Iuzzolino,523500
2000,Richard Petruska,205000
2000,Jo Jo English,50000
2000,Rod Higgins,1215800
2000,Kevin Rankin,11404
2000,Tom Hovasse,6140
2000,Tate George,2073260
2000,Larry Nance,8238000
2000,Isiah Thomas,10472000
2000,Magic Johnson,9900000
2000,Fat Lever,7143000
2000,Evers Burns,1616000
2000,Jim Petersen,4913000
2000,Sidney Green,4700000
2000,Mark Eaton,5999000
2000,Bill Laimbeer,5498000
2000,Mark Randall,1630000
2000,LaBradford Smith,2320000
2000,Randy White,3437000
2000,Buck Johnson,2715000
2000,Marcus Liberty,1480000
2000,Paul Graham,1225000
2000,John Bagley,2250000
2000,Malcolm Mackey,550000
2000,Les Jepsen,2017000
2000,Frank Johnson,640000
2000,Sean Green,885000
2000,Kenny Williams,1150000
2000,Reggie Smith,633000
2000,Kevin Lynch,575000
2000,A.J. English,1306000
2000,Gundars Vetra,575000
2000,Ron Anderson,2675000
2000,Jay Guidinger,390000
2000,Andre Spencer,250000
2000,Tellis Frank,200000
2000,Chris Corchiani,450000
2000,Sedric Toney,150000
2000,Josh Grant,150000
2000,Kiki Vandeweghe,2335000
2000,Brian Davis,150000
2000,Duane Cooper,290000
2000,Kevin Thompson,150000
2000,Randy Breuer,2550000
2000,Eddie Lee Wilkins,1000000
2000,Darren Morningstar,43000
2000,Lester Conner,2715000
2000,Kevin McHale,8400000
2000,Ralph Sampson,7620000
2000,Bernard King,6625000
2000,Larry Bird,3800000
2000,Mike Sanders,3630000
2000,Cliff Robinson,2529000
2000,Drazen Petrovic,4190000
2000,Sam Vincent,3750000
2000,Travis Mays,3000000
2000,Rodney McCray,3085000
2000,William Bedford,2675000
2000,Ed Nealy,2000000
2000,Darrell Walker,2010000
2000,Brad Sellers,1300000
2000,Maurice Cheeks,2600000
2000,Bob Hansen,1750000
2000,Scott Hastings,1550000
2000,Tod Murphy,1850000
2000,Kenny Payne,1310000
2000,Larry Smith,2297000
2000,Lance Blanks,1270000
2000,Craig Hodges,1700000
2000,Trent Tucker,1998000
2000,Mitchell Wiggins,670000
2000,Randy Wittman,1350000
2000,Mark Acres,1234000
2000,Keith Owens,380000
2000,Jerome Lane,1365000
2000,Vinnie Johnson,3190000
2000,Corey Williams,200000
2000,Brian Howard,200000
2000,Gerald Paddio,310000
2000,Dexter Cambridge,150000
2000,John Shasky,550000
2000,A.J. Wynder,300000
2000,Bart Kofoed,270000
2000,Kenny Battle,490000
2000,Marcus Webb,140000
2000,Dan O'Sullivan,140000
2000,Radisav Curcic,140000
2000,Walter Palmer,640000
2000,Gary Plummer,140000
2000,Isaiah Morris,140000
2000,Kennard Winchester,380000
2000,Alex Blackwell,140000
2000,Rory Sparrow,566000
2000,Anthony Pullard,140000
2000,Alex Stivrins,140000
2000,Andre Turner,380000
2000,Stan Kimbrough,133000
2000,Curtis Blair,25000
2000,Matt Othick,13000
2000,Reggie Fox,11000
2000,Ricky Blanton,8000
2000,Tito Horford,7000
2000,Mychal Thompson,2422000
2000,Walter Davis,2115000
2000,Wayne Cooper,2300000
2000,Paul Pressey,1900000
2000,Dennis Hopson,1865000
2000,Joe Barry Carroll,1275000
2000,Darrell Griffith,1700000
2000,Terry Teagle,1250000
2000,Alexander Volkov,1325000
2000,Mike Woodson,658000
2000,John Turner,615000
2000,Brad Davis,1200000
2000,Larry Drew,1150000
2000,Mark Alarie,1050000
2000,Winston Bennett,1050000
2000,Otis Smith,975000
2000,Stuart Gray,520000
2000,Bill Hanzlik,1018000
2000,Alex English,2000000
2000,Dave Hoppen,900000
2000,Brian Quinnett,810000
2000,Andrew Toney,450000
2000,Rickey Green,565000
2000,Quintin Dailey,850000
2000,Mike Holton,400000
2000,Bob Thornton,670000
2000,Jon Sundvold,668000
2000,Ken Bannister,700000
2000,Dave Corzine,600000
2000,Ian Lockhart,393000
2000,Kelvin Upshaw,280000
2000,Mark Hughes,250000
2000,Delaney Rudd,455000
2000,Jim Paxson,225000
2000,Rodney Monroe,217000
2000,Alan Ogg,332000
2000,Myron Brown,200000
2000,Tom Garrick,540000
2000,Jawann Oldham,175000
2000,Tom Copa,160000
2000,Lamont Strothers,150000
2000,Dave Feitl,410000
2000,Gary Leonard,330000
2000,Anthony Frederick,160000
2000,Darnell Valentine,230000
2000,Charles Thomas,130000
2000,Lanard Copeland,130000
2000,Tony Brown,180000
2000,Patrick Eddie,130000
2000,Robert Reid,130000
2000,Tharon Mayes,130000
2000,Chuck Nevitt,118000
2000,Dan Godfread,100000
2000,Jack Sikma,1600000
2000,Kelly Tripucka,1000000
2000,Reggie Theus,765000
2000,Dave Greenwood,650000
2000,Derrick Chievous,525000
2000,Sidney Moncrief,510000
2000,Billy Thompson,400000
2000,Adrian Dantley,400000
2000,Byron Irvin,375000
2000,Mike Smrek,325000
2000,Derek Smith,315000
2000,Scott Meents,300000
2000,Steve Alford,250000
2000,Frank Kornet,225000
2000,Jeff Martin,210000
2000,Milos Babic,200000
2000,Michael Ansley,200000
2000,Derrick Gervin,155000
2000,Richard Coffey,150000
2000,Gerald Henderson,125000
2000,Rick Calloway,125000
2000,Kurk Lee,120000
2000,Irving Thomas,120000
2000,Jim Grandholm,115000
2000,Paul Mokeski,100000
2000,Dave Popson,80000
2000,Scott Haffner,75000
2000,Alan Bannister,50000
2001,Shaquille O'Neal,96685430
2001,Alonzo Mourning,98324400
2001,Juwan Howard,87761000
2001,Scottie Pippen,77839206
2001,Karl Malone,80973378
2001,Jayson Williams,63050000
2001,Rasheed Wallace,52682080
2001,Dikembe Mutombo,84137226
2001,Gary Payton,79088954
2001,Allan Houston,50619000
2001,Chris Webber,73430000
2001,Shawn Kemp,62980000
2001,Damon Stoudamire,47390760
2001,Reggie Miller,75318275
2001,Antonio McDyess,49034640
2001,Bryant Reeves,42638900
2001,Larry Johnson,73522142
2001,Shareef Abdur-Rahim,37921760
2001,Antoine Walker,35971080
2001,Zydrunas Ilgauskas,32864000
2001,Kobe Bryant,33881240
2001,Ray Allen,36537360
2001,Latrell Sprewell,56560000
2001,Vin Baker,48169673
2001,Allen Iverson,39312640
2001,Anfernee Hardaway,63899000
2001,Stephon Marbury,37125320
2001,Mitch Richmond,51911000
2001,Antonio Davis,35965000
2001,Keith Van Horn,29026530
2001,Jalen Rose,30763250
2001,Grant Hill,51814250
2001,Tracy McGrady,25214730
2001,Tim Duncan,30764330
2001,Michael Finley,34392840
2001,Vlade Divac,62918049
2001,Nick Van Exel,38319256
2001,Tom Gugliotta,55332535
2001,Eddie Jones,30451250
2001,Brian Grant,40656938
2001,Tim Thomas,23753800
2001,Theo Ratliff,32962299
2001,David Robinson,92488123
2001,Terrell Brandon,38310440
2001,Steve Smith,51757900
2001,Glenn Robinson,47560000
2001,Glen Rice,49638900
2001,Derrick Coleman,71486800
2001,Jason Kidd,45016968
2001,Kenny Anderson,52070200
2001,Kerry Kittles,27780373
2001,Matt Geiger,35635520
2001,Elden Campbell,52725000
2001,Toni Kukoc,39381783
2001,Clifford Robinson,36181250
2001,Marcus Camby,26697240
2001,Chris Dudley,36975000
2001,Dale Davis,43096333
2001,John Stockton,58100000
2001,Jamal Mashburn,39973634
2001,Greg Ostertag,23384728
2001,Ron Mercer,18370160
2001,Tyrone Hill,44184400
2001,Charles Oakley,42877000
2001,Donyell Marshall,33940000
2001,Alan Henderson,25183149
2001,Maurice Taylor,12378200
2001,Derek Anderson,12564640
2001,PJ Brown,29934400
2001,Jermaine O'Neal,19962640
2001,Luc Longley,35884900
2001,Austin Croshere,15630560
2001,Wesley Person,27035000
2001,Erick Dampier,21033880
2001,Kelvin Cato,14825240
2001,Jim McIlvaine,27725000
2001,Derrick McKey,36898000
2001,Bo Outlaw,16000000
2001,Jerry Stackhouse,26678360
2001,Steve Nash,19910120
2001,Isaac Austin,22626666
2001,Lorenzen Wright,19954720
2001,Shandon Anderson,12420000
2001,Nick Anderson,36428812
2001,Chris Mills,24770000
2001,Mookie Blaylock,31790000
2001,Alvin Williams,9617000
2001,Robert Horry,32900000
2001,Loy Vaught,34394050
2001,Bobby Phills,25917000
2001,Bob Sura,19089253
2001,Doug Christie,20958367
2001,Chris Childs,23900000
2001,Eddie Robinson,6370000
2001,Bryon Russell,21098001
2001,Charlie Ward,19130500
2001,Tariq Abdul-Wahad,13795300
2001,Hakeem Olajuwon,90977440
2001,Walt Williams,27393500
2001,Predrag Stojakovic,7790400
2001,Jerome Williams,12378680
2001,Jason Caffey,18982920
2001,Howard Eisley,13679250
2001,Vitaly Potapenko,16498060
2001,Rod Strickland,38996000
2001,Ben Wallace,10967950
2001,Brent Barry,19433520
2001,Michael Olowokandi,14516152
2001,Scott Williams,26354000
2001,Danny Fortson,13054774
2001,Clarence Weatherspoon,26853000
2001,Calvin Booth,5264375
2001,Todd MacCulloch,5263375
2001,Avery Johnson,24763000
2001,Anthony Mason,31616600
2001,Joe Smith,19070160
2001,Ruben Patterson,7056500
2001,Nazr Mohammed,6465040
2001,Shawn Bradley,48780000
2001,Brevin Knight,12025400
2001,Christian Laettner,44197500
2001,Eric Williams,17477520
2001,Cuttino Mobley,9005875
2001,Kurt Thomas,15476335
2001,Rashard Lewis,9005875
2001,Jahidi White,8720375
2001,Brad Miller,9072500
2001,Adonal Foyle,13098520
2001,Sam Cassell,21120000
2001,Scot Pollard,12436947
2001,Voshon Lenard,16790048
2001,Mike Bibby,12975453
2001,Darrell Armstrong,15240000
2001,Corliss Williamson,15173520
2001,Aaron McKie,12642000
2001,Elton Brand,10887480
2001,Derek Strong,16154200
2001,Mark Jackson,32855000
2001,Rex Chapman,23505700
2001,Michael Stewart,11802000
2001,Kenyon Martin,7338600
2001,Rick Fox,20154250
2001,Raef LaFrentz,11653142
2001,Lamond Murray,23630000
2001,Eric Snow,12130100
2001,Kwame Brown,3697440
2001,Brent Price,16408750
2001,Ervin Johnson,17933686
2001,Tony Battie,13515800
2001,Moochie Norris,4473500
2001,Travis Knight,14220000
2001,Jud Buechler,11235000
2001,Zeljko Rebraca,3500000
2001,Steve Francis,9741000
2001,Lindsey Hunter,17459760
2001,Stromile Swift,6565920
2001,Tracy Murray,18378000
2001,Antawn Jamison,10510376
2001,Travis Best,14873000
2001,Tim Hardaway,45661390
2001,Tyson Chandler,3308160
2001,Chucky Atkins,6685000
2001,Tyrone Nesby,9254167
2001,Marc Jackson,3566969
2001,Anthony Carter,4835000
2001,David Wesley,13650000
2001,Dean Garrett,12847500
2001,Jon Barry,10050000
2001,Walter McCarty,10882560
2001,Baron Davis,8747880
2001,Vince Carter,9525752
2001,Darius Miles,5896560
2001,Evan Eschmeyer,3763375
2001,Lawrence Funderburke,9200000
2001,Jaren Jackson,8054267
2001,Greg Anthony,17092250
2001,Cedric Henderson,8350000
2001,Kevin Willis,26980000
2001,Eric Piatkowski,13901000
2001,Derek Fisher,11490200
2001,LaPhonso Ellis,24839000
2001,Antonio Daniels,13236840
2001,Anthony Peeler,18080500
2001,Pau Gasol,2970840
2001,Andrew DeClercq,9646000
2001,Lamar Odom,7886760
2001,Robert Traylor,8645905
2001,Marcus Fizer,5316120
2001,Chris Whitney,10172900
2001,Eddy Curry,2678400
2001,Johnny Newman,15741000
2001,John Wallace,9539120
2001,Jason Williams,7905072
2001,Jonathan Bender,7142040
2001,Matt Maloney,8200200
2001,Mikki Moore,5841250
2001,Chris Gatling,29498827
2001,Chris Crawford,7292000
2001,Mike Miller,4814160
2001,Eric Montross,13120000
2001,Randy Brown,12462000
2001,Aaron Williams,7219000
2001,Chauncey Billups,12951720
2001,Othella Harrington,7324200
2001,Tony Delk,8211680
2001,Bobby Jackson,7122480
2001,John Starks,24958000
2001,Jason Richardson,2425440
2001,Horace Grant,63345675
2001,Hubert Davis,11156750
2001,Steve Kerr,13070000
2001,Jamie Feick,7297250
2001,Lucious Harris,12330000
2001,George Lynch,16095000
2001,Stacey Augmon,22999000
2001,Calbert Cheaney,24600000
2001,George McCloud,12642250
2001,Michael Curry,8200000
2001,Sean Rooks,13463000
2001,Grant Long,21012635
2001,Rodney Rogers,18150000
2001,Terry Porter,23987000
2001,Michael Smith,17220000
2001,Larry Hughes,7238355
2001,Wally Szczerbiak,6486960
2001,Malik Rose,8057250
2001,Vinny Del Negro,17705142
2001,DerMarr Johnson,4372440
2001,Shane Battier,2203080
2001,Bimbo Coles,15708000
2001,John Amaechi,3360000
2001,Dirk Nowitzki,6906835
2001,Patrick Ewing,69369120
2001,Richard Hamilton,5921760
2001,Dell Curry,19296000
2001,Chris Mihm,3991560
2001,Paul Pierce,6329071
2001,Bonzi Wells,6085399
2001,Eddie Griffin,2011080
2001,Michael Doleac,5860176
2001,Bryant Stith,30181000
2001,Cory Alexander,7709121
2001,Keon Clark,5639963
2001,Michael Dickerson,5425662
2001,Andre Miller,5425200
2001,Matt Harpring,5217041
2001,Jamal Crawford,3656880
2001,Lorenzo Williams,10561000
2001,DeSagana Diop,1842480
2001,Tom Hammonds,11715000
2001,Shawn Marion,4986720
2001,Greg Foster,8487008
2001,Darvin Ham,4412250
2001,Shammond Williams,2800000
2001,Joel Przybilla,3361320
2001,Radoslav Nesterovic,4675338
2001,Tyronn Lue,3662580
2001,Rodney White,1693560
2001,Jason Terry,4737360
2001,Keyon Dooling,3193200
2001,Tony Massenburg,7380000
2001,Corie Blount,11361735
2001,Joe Johnson,1608840
2001,Trajan Langdon,4499280
2001,Fred Hoiberg,4733400
2001,Dana Barros,25587500
2001,Jerome Moiso,3033600
2001,Pat Garrity,4281771
2001,Kendall Gill,40454000
2001,Kedrick Brown,1528440
2001,Aleksandar Radojevic,4275480
2001,Muggsy Bogues,15731860
2001,Roshown McLeod,4142361
2001,Danny Manning,55045666
2001,Popeye Jones,12630038
2001,Ricky Davis,3993920
2001,Etan Thomas,2881920
2001,Brian Skinner,3881761
2001,Vladimir Radmanovic,1452000
2001,Corey Maggette,4061760
2001,Al Harrington,3523662
2001,Courtney Alexander,2737800
2001,Samaki Walker,11375587
2001,Richard Jefferson,1379400
2001,William Avery,3858600
2001,Mateen Cleaves,2600880
2001,Will Perdue,21945725
2001,Troy Murphy,1310400
2001,Bryce Drew,4445160
2001,Matt Bullard,7077533
2001,Eldridge Recasner,4399200
2001,Jason Collier,2470800
2001,Steven Hunter,1244880
2001,Metta World Peace,3482280
2001,Hidayet Turkoglu,2347320
2001,Greg Buckner,2347647
2001,Kirk Haston,1182600
2001,Cal Bowdler,3308400
2001,Desmond Mason,2229960
2001,Michael Bradley,1123560
2001,James Posey,3142800
2001,Quentin Richardson,2118480
2001,Quincy Lewis,3001440
2001,Jason Collins,1067400
2001,Jamaal Magloire,2023080
2001,Dion Glover,2881320
2001,Zach Randolph,1019280
2001,Michael Ruffin,1851022
2001,Speedy Claxton,1942200
2001,Sam Mitchell,12240000
2001,Felton Spencer,18695349
2001,Don Reid,5011000
2001,Dan Majerle,27885000
2001,Danny Ferry,39697000
2001,Mark Bryant,17134268
2001,John Crotty,5501000
2001,Michael Jordan,22450000
2001,Jeff Foster,2766240
2001,Brendan Haywood,978600
2001,Morris Peterson,1864560
2001,Don MacLean,16033350
2001,Brian Shaw,27217315
2001,Kenny Thomas,2655480
2001,Tim James,2454892
2001,Joseph Forte,939360
2001,Donnell Harvey,1789920
2001,Jeryl Sasser,901800
2001,DeShawn Stevenson,1718400
2001,Brandon Armstrong,865800
2001,Dalibor Bagaric,1649640
2001,Devean George,2474410
2001,Andrei Kirilenko,1463520
2001,Iakovos Tsakalidis,1583600
2001,Vonteego Cummings,2271600
2001,Gerald Wallace,797880
2001,Mamadou N'diaye,1531080
